region,site,catchment,dec_water_yr,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWATDPmgL,FWASO4SmgL
EF,BBWM,EB,1989.3333333333333,0.151943905,0.276261646,NA,0.03867663,NA,0.272578157
EF,BBWM,EB,1989.4166666666667,0.142104265,0.162889665,NA,0.026724086,NA,0.264695706
EF,BBWM,EB,1989.5,0.126165924,0.205731854,0.002136681,0.031337988,NA,0.260471586
EF,BBWM,EB,1989.5833333333333,0.115900157,0.258620184,0.001005745,0.027490368,NA,0.261302171
EF,BBWM,EB,1989.6666666666667,0.118428442,0.16966687,NA,0.00338367,NA,0.286161786
EF,BBWM,EB,1989.75,0.3637445,0.4364934,NA,NA,NA,0.5819912
EF,BBWM,EB,1989.8333333333333,0.1454978,0.17459736,NA,NA,NA,0.23279648
EF,BBWM,EB,1989.9166666666667,0.18187225,0.18187225,NA,NA,NA,0.2909956
EF,BBWM,EB,1990,0.149309969,0.163923286,NA,NA,NA,0.31513934
EF,BBWM,EB,1990.0833333333333,0.096637752,0.1530742,5.41171e-4,0.003247028,NA,0.207809823
EF,BBWM,EB,1990.1666666666667,0.13822291,0.13094802,NA,0.010184846,NA,0.279355776
EF,BBWM,EB,1990.25,0.091116913,0.110208075,NA,0.021260613,NA,0.178184184
EF,BBWM,EB,1990.3333333333333,0.093322204,0.094170588,NA,0.017816057,NA,0.179857339
EF,BBWM,EB,1990.4166666666667,0.095148425,0.140938605,NA,0.020119927,NA,0.206154921
EF,BBWM,EB,1990.5,0.117269981,0.184933723,NA,0.017434829,NA,0.275636346
EF,BBWM,EB,1990.5833333333333,0.04429906,0.066153262,NA,0.011025544,NA,0.292964447
EF,BBWM,EB,1990.6666666666667,0.074467378,0.109982589,NA,0.004009782,NA,0.293286904
EF,BBWM,EB,1990.75,0.18187225,0.163685025,NA,NA,NA,0.4364934
EF,BBWM,EB,1990.8333333333333,0.125429138,0.270926938,NA,NA,NA,0.280961269
EF,BBWM,EB,1990.9166666666667,0.143583355,0.183786695,NA,NA,NA,0.306311158
EF,BBWM,EB,1991,0.134443552,0.214213393,0.001045672,0.002091344,NA,0.29876345
EF,BBWM,EB,1991.0833333333333,0.128998049,0.180897265,NA,0.009449857,NA,0.275995827
EF,BBWM,EB,1991.1666666666667,0.121248167,0.195635555,NA,0.020071487,NA,0.254293452
EF,BBWM,EB,1991.25,0.132659759,0.133515628,NA,0.017973258,NA,0.273878212
EF,BBWM,EB,1991.3333333333333,0.13822291,0.113488284,NA,0.025462115,NA,0.279355776
EF,BBWM,EB,1991.4166666666667,0.117528898,0.153531421,NA,0.031762557,NA,0.253505369
EF,BBWM,EB,1991.5,0.10676817,0.148219342,NA,0.017585346,NA,0.269641966
EF,BBWM,EB,1991.5833333333333,0.105725045,0.163118641,NA,0.005286252,NA,0.277905833
EF,BBWM,EB,1991.6666666666667,0.121248167,0.163685025,NA,NA,NA,0.339494867
EF,BBWM,EB,1991.75,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1991.8333333333333,0.11639824,0.157137624,NA,NA,NA,0.279355776
EF,BBWM,EB,1991.9166666666667,0.113425704,0.227633655,NA,NA,NA,0.262834735
EF,BBWM,EB,1992,0.116631503,0.179320936,0.001020526,NA,NA,0.272917717
EF,BBWM,EB,1992.0833333333333,0.116531419,0.139837703,NA,NA,NA,0.274348254
EF,BBWM,EB,1992.1666666666667,0.122708988,0.122708988,NA,0.00204515,NA,0.271128431
EF,BBWM,EB,1992.25,0.122477864,0.165566462,NA,0.01239535,NA,0.271517193
EF,BBWM,EB,1992.3333333333333,0.136854366,0.112364638,NA,0.010084006,NA,0.276589877
EF,BBWM,EB,1992.4166666666667,0.126021717,0.116856501,NA,0.011227389,NA,0.265791257
EF,BBWM,EB,1992.5,0.115385103,0.132552154,NA,0.008864953,NA,0.249907246
EF,BBWM,EB,1992.5833333333333,0.118646275,0.151742341,NA,0.006556768,NA,0.274759794
EF,BBWM,EB,1992.6666666666667,0.120356636,0.200594393,NA,NA,NA,0.265319518
EF,BBWM,EB,1992.75,0.123413313,0.148095975,NA,NA,NA,0.2806029
EF,BBWM,EB,1992.8333333333333,0.148192204,0.169747433,NA,NA,NA,0.323328444
EF,BBWM,EB,1992.9166666666667,0.18187225,0.163685025,NA,NA,NA,0.2909956
EF,BBWM,EB,1993,0.129446441,0.17242266,NA,NA,NA,0.285817742
EF,BBWM,EB,1993.0833333333333,0.12536364,0.137900004,NA,NA,NA,0.276559787
EF,BBWM,EB,1993.1666666666667,0.127802122,0.125835935,NA,0.002293884,NA,0.272644526
EF,BBWM,EB,1993.25,0.125184795,0.137467077,NA,0.006613536,NA,0.268320618
EF,BBWM,EB,1993.3333333333333,0.126519826,0.110072249,NA,0.004428194,NA,0.28340441
EF,BBWM,EB,1993.4166666666667,0.109514473,0.134233454,NA,0.007666013,NA,0.247815608
EF,BBWM,EB,1993.5,0.099788314,0.160948894,NA,0.004506569,NA,0.236058378
EF,BBWM,EB,1993.5833333333333,0.114658592,0.158940532,NA,NA,NA,0.265691635
EF,BBWM,EB,1993.6666666666667,0.119260492,0.146690405,NA,NA,NA,0.276684341
EF,BBWM,EB,1993.75,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1993.8333333333333,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1993.9166666666667,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1994,0.141456194,0.151560208,NA,NA,NA,0.2909956
EF,BBWM,EB,1994.0833333333333,0.133460212,0.188414417,NA,NA,NA,0.263780184
EF,BBWM,EB,1994.1666666666667,0.110604662,0.223974441,NA,4.60853e-4,NA,0.246490391
EF,BBWM,EB,1994.25,0.096608197,0.117686349,NA,0.003073897,NA,0.222491606
EF,BBWM,EB,1994.3333333333333,0.085586941,0.093075799,NA,0.003744429,NA,0.196849965
EF,BBWM,EB,1994.4166666666667,0.101040139,0.095651331,NA,0.009430413,NA,0.204774681
EF,BBWM,EB,1994.5,0.085884118,0.10002973800000001,NA,0.002652304,NA,0.222288306
EF,BBWM,EB,1994.5833333333333,0.091740869,0.155476631,NA,NA,NA,0.247217501
EF,BBWM,EB,1994.6666666666667,0.10962163,0.176391168,NA,NA,NA,0.271064395
EF,BBWM,EB,1994.75,0.3637445,0.2182467,NA,NA,NA,0.5819912
EF,BBWM,EB,1994.8333333333333,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1994.9166666666667,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1995,0.103927,0.2494248,NA,NA,NA,0.3325664
EF,BBWM,EB,1995.0833333333333,0.12339036,0.169661746,NA,NA,NA,0.271458793
EF,BBWM,EB,1995.1666666666667,0.123031228,0.149242229,NA,0.001872214,NA,0.269598865
EF,BBWM,EB,1995.25,0.113722418,0.182624825,0.001170672,0.00585336,NA,0.243499766
EF,BBWM,EB,1995.3333333333333,0.111350357,0.106896343,NA,0.00519635,NA,0.225670057
EF,BBWM,EB,1995.4166666666667,0.107482823,0.133731259,NA,0.003167915,NA,0.229900101
EF,BBWM,EB,1995.5,0.101604609,0.177198438,NA,0.002844929,NA,0.242767279
EF,BBWM,EB,1995.5833333333333,0.103043768,0.176823105,NA,NA,NA,0.253899844
EF,BBWM,EB,1995.6666666666667,0.104638829,0.173401488,NA,NA,NA,0.239174466
EF,BBWM,EB,1995.75,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1995.8333333333333,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1995.9166666666667,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1996,0.121248167,0.24422845,NA,NA,NA,0.2286394
EF,BBWM,EB,1996.0833333333333,0.106479235,0.226822209,5.00238e-4,NA,NA,0.211529218
EF,BBWM,EB,1996.1666666666667,0.124835391,0.142054065,NA,NA,NA,0.227286504
EF,BBWM,EB,1996.25,0.11167871,0.16543592,8.83334e-4,0.002650003,NA,0.213009789
EF,BBWM,EB,1996.3333333333333,0.126746294,0.143761549,NA,0.002430751,NA,0.216684074
EF,BBWM,EB,1996.4166666666667,0.114866684,0.140972749,NA,0.002436566,NA,0.217202457
EF,BBWM,EB,1996.5,0.096759621,0.173307232,NA,0.00150515,NA,0.211007647
EF,BBWM,EB,1996.5833333333333,0.099457022,0.174999658,NA,NA,NA,0.227074908
EF,BBWM,EB,1996.6666666666667,0.095912729,0.170471303,0.001266772,NA,NA,0.243220203
EF,BBWM,EB,1996.75,0.092438247,0.198002724,6.47068e-4,NA,NA,0.230725863
EF,BBWM,EB,1996.8333333333333,0.111921385,0.011192138,NA,NA,NA,0.268611323
EF,BBWM,EB,1996.9166666666667,0.097931212,0.18187225,NA,NA,NA,0.253688472
EF,BBWM,EB,1997,0.100090768,0.162586468,NA,NA,NA,0.25779476
EF,BBWM,EB,1997.0833333333333,0.103007292,0.129402911,NA,NA,NA,0.25751823
EF,BBWM,EB,1997.1666666666667,0.100775116,0.20608213,NA,0.001252235,NA,0.228980144
EF,BBWM,EB,1997.25,0.102303141,0.135040146,NA,0.004774147,NA,0.24007137
EF,BBWM,EB,1997.3333333333333,0.117783933,0.12886948,NA,0.004849927,NA,0.2494248
EF,BBWM,EB,1997.4166666666667,0.112747373,0.127243463,NA,0.003758246,NA,0.249118004
EF,BBWM,EB,1997.5,0.09029723,0.176846272,NA,0.006559327,NA,0.223528236
EF,BBWM,EB,1997.5833333333333,0.081696626,0.185179018,NA,0.005446442,NA,0.224082173
EF,BBWM,EB,1997.6666666666667,0.088180485,0.152111336,NA,NA,NA,0.246905358
EF,BBWM,EB,1997.75,0.210163489,0.310395307,NA,NA,NA,0.439726684
EF,BBWM,EB,1997.8333333333333,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1997.9166666666667,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1998,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1998.0833333333333,0.11209045,0.213631211,NA,NA,NA,0.263742236
EF,BBWM,EB,1998.1666666666667,0.109396842,0.160813358,NA,NA,NA,0.271304168
EF,BBWM,EB,1998.25,0.094532469,0.161527219,NA,0.002877075,NA,0.246606441
EF,BBWM,EB,1998.3333333333333,0.088495979,0.178033086,NA,0.001821976,NA,0.241541965
EF,BBWM,EB,1998.4166666666667,0.060663889,0.23845207400000001,NA,0.001337472,NA,0.188010289
EF,BBWM,EB,1998.5,0.076410223,0.176698641,NA,NA,NA,0.241965707
EF,BBWM,EB,1998.5833333333333,0.077228132,0.215929856,NA,NA,NA,0.247130021
EF,BBWM,EB,1998.6666666666667,0.085827354,0.216611893,NA,NA,NA,0.233232428
EF,BBWM,EB,1998.75,0.103927,0.215412327,NA,NA,NA,0.272099782
EF,BBWM,EB,1998.8333333333333,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1998.9166666666667,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1999,0.103504533,0.202277429,NA,NA,NA,0.264971603
EF,BBWM,EB,1999.0833333333333,0.088718171,0.134408029,NA,NA,NA,0.227118517
EF,BBWM,EB,1999.1666666666667,0.104834659,0.154392862,NA,0.006671297,NA,0.269393307
EF,BBWM,EB,1999.25,0.095443163,0.158223555,0.002474452,0.005443795,NA,0.249990389
EF,BBWM,EB,1999.3333333333333,0.090936125,0.180053528,NA,0.007956911,NA,0.24734626
EF,BBWM,EB,1999.4166666666667,0.096630417,0.14908693,4.83152e-4,0.006280977,NA,0.205408659
EF,BBWM,EB,1999.5,0.100585296,0.145965639,NA,0.00327487,NA,0.232047938
EF,BBWM,EB,1999.5833333333333,0.098404309,0.177127757,NA,NA,NA,0.241793445
EF,BBWM,EB,1999.6666666666667,0.111921385,0.151093869,NA,NA,NA,0.268611323
EF,BBWM,EB,1999.75,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,1999.8333333333333,NA,0.4364934,NA,NA,NA,NA
EF,BBWM,EB,1999.9166666666667,0.102946557,0.240894942,NA,NA,NA,0.219619321
EF,BBWM,EB,2000,0.095082149,0.206969515,NA,NA,NA,0.226428187
EF,BBWM,EB,2000.0833333333333,0.105816582,0.195760676,NA,NA,NA,0.23279648
EF,BBWM,EB,2000.1666666666667,0.092996167,0.2005892,8.24017e-4,8.24017e-4,NA,0.218482133
EF,BBWM,EB,2000.25,0.098681473,0.179003603,0.001606443,0.003212885,NA,0.234999601
EF,BBWM,EB,2000.3333333333333,0.098642576,0.216661373,0.001233032,0.007398193,NA,0.222650386
EF,BBWM,EB,2000.4166666666667,0.07826971,0.206296593,9.78371e-4,0.002445928,NA,0.215800772
EF,BBWM,EB,2000.5,0.089625119,0.205947083,0.001334842,0.001334842,NA,0.247136499
EF,BBWM,EB,2000.5833333333333,0.090726111,0.167339271,0.001176079,NA,NA,0.233871752
EF,BBWM,EB,2000.6666666666667,0.095722237,0.168471137,NA,NA,NA,0.234838554
EF,BBWM,EB,2000.75,0.106983676,0.154056494,NA,NA,NA,0.239643435
EF,BBWM,EB,2000.8333333333333,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,2000.9166666666667,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,2001,0.115474444,0.284067133,NA,NA,NA,0.240186844
EF,BBWM,EB,2001.0833333333333,0.103927,0.203335435,NA,NA,NA,0.234965391
EF,BBWM,EB,2001.1666666666667,0.098605437,0.203784569,NA,0.001533862,NA,0.224382149
EF,BBWM,EB,2001.25,0.114115922,0.136939106,NA,NA,NA,0.251055027
EF,BBWM,EB,2001.3333333333333,0.121248167,0.15277269,NA,NA,NA,0.252196187
EF,BBWM,EB,2001.4166666666667,0.129552836,0.161442764,NA,NA,NA,0.25511943
EF,BBWM,EB,2001.5,0.080036804,0.208486114,NA,0.001366482,NA,0.225925028
EF,BBWM,EB,2001.5833333333333,0.095185477,0.244762654,NA,NA,NA,0.250201824
EF,BBWM,EB,2001.6666666666667,0.108140257,0.176956784,NA,NA,NA,0.25167187
EF,BBWM,EB,2001.75,0.103927,0.1870686,NA,NA,NA,0.3325664
EF,BBWM,EB,2001.8333333333333,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,2001.9166666666667,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,2002,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,2002.0833333333333,NA,0.2182467,NA,NA,NA,NA
EF,BBWM,EB,2002.1666666666667,0.139010637,0.258559785,NA,0.003243582,NA,0.274314324
EF,BBWM,EB,2002.25,0.142334804,0.156568285,NA,NA,NA,0.303647583
EF,BBWM,EB,2002.3333333333333,0.098246103,0.235088889,8.18718e-4,0.00327487,NA,0.226433875
EF,BBWM,EB,2002.4166666666667,0.084311639,0.217764919,5.62078e-4,0.001124155,NA,0.22226154
EF,BBWM,EB,2002.5,0.082950908,0.206519158,NA,NA,NA,0.233406694
EF,BBWM,EB,2002.5833333333333,0.082020819,0.187221434,NA,NA,NA,0.242496333
EF,BBWM,EB,2002.6666666666667,0.096998533,0.17459736,NA,NA,NA,0.245729618
EF,BBWM,EB,2002.75,0.053888074,0.113164956,NA,NA,NA,0.129331378
EF,BBWM,EB,2002.8333333333333,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,2002.9166666666667,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,2003,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,2003.0833333333333,0.084895485,0.235878839,NA,NA,NA,0.208973501
EF,BBWM,EB,2003.1666666666667,0.074614256,0.286798548,NA,8.16093e-4,NA,0.207054562
EF,BBWM,EB,2003.25,0.101984439,0.195810123,NA,NA,NA,0.261080164
EF,BBWM,EB,2003.3333333333333,0.10912335,0.187692162,NA,NA,NA,0.267715952
EF,BBWM,EB,2003.4166666666667,0.080098108,0.218494426,NA,0.002890138,NA,0.225926209
EF,BBWM,EB,2003.5,0.072007645,0.186160941,NA,NA,NA,0.228730166
EF,BBWM,EB,2003.5833333333333,0.074233571,0.170366046,NA,NA,NA,0.243486114
EF,BBWM,EB,2003.6666666666667,0.072507209,0.203020186,NA,NA,NA,0.239757172
EF,BBWM,EB,2003.75,NA,NA,NA,NA,NA,NA
EF,BBWM,EB,2003.8333333333333,0.0727489,NA,NA,NA,NA,0.23279648
EF,BBWM,EB,2003.9166666666667,0.090936125,NA,NA,NA,NA,0.2909956
EF,BBWM,EB,2004,0.092975052,NA,NA,NA,NA,0.214005733
EF,BBWM,EB,2004.0833333333333,0.086904474,NA,NA,NA,NA,0.216454855
EF,BBWM,EB,2004.1666666666667,0.078958237,NA,NA,0.001073219,NA,0.204831466
EF,BBWM,EB,2004.25,0.089445369,NA,NA,NA,NA,0.228980144
EF,BBWM,EB,2004.3333333333333,0.128380412,NA,NA,NA,NA,0.342347765
EF,BBWM,EB,2004.4166666666667,0.099047798,NA,NA,0.002390809,NA,0.229517656
EF,BBWM,EB,2004.5,0.088417894,0.027532661,NA,NA,NA,0.225633511
EF,BBWM,EB,2004.5833333333333,0.097230033,0.161471305,NA,NA,NA,0.238908082
EF,BBWM,EB,2004.6666666666667,0.10184846,0.148407756,NA,NA,NA,0.256076128
EF,BBWM,EB,2004.75,0.103927,0.215412327,NA,NA,NA,0.241866473
EF,BBWM,EB,2004.8333333333333,0.106591795,0.230238277,NA,NA,NA,0.234501949
EF,BBWM,EB,2004.9166666666667,0.11394406,0.17091609,NA,NA,NA,0.245417976
EF,BBWM,EB,2005,0.108485202,0.153155579,NA,NA,NA,0.255259298
EF,BBWM,EB,2005.0833333333333,0.099373497,0.248621241,NA,NA,NA,0.224996598
EF,BBWM,EB,2005.1666666666667,0.091713357,0.198660458,NA,0.002176249,NA,0.221355627
EF,BBWM,EB,2005.25,0.112131763,0.127994305,NA,NA,NA,0.231921305
EF,BBWM,EB,2005.3333333333333,0.11951605,0.12159459,NA,NA,NA,0.2494248
EF,BBWM,EB,2005.4166666666667,0.080616271,0.188816905,NA,0.001359793,NA,0.214458707
EF,BBWM,EB,2005.5,0.0654091,0.193231464,NA,3.49514e-4,NA,0.206912451
EF,BBWM,EB,2005.5833333333333,0.071629686,0.192504782,NA,NA,NA,0.224439683
EF,BBWM,EB,2005.6666666666667,0.089080286,0.14965488,NA,NA,NA,0.237547429
EF,BBWM,EB,2005.75,0.121248167,0.169747433,NA,NA,NA,0.258662756
EF,BBWM,EB,2005.8333333333333,0.090936125,0.2182467,NA,NA,NA,0.2909956
EF,BBWM,EB,2005.9166666666667,0.08729868,0.209516832,NA,NA,NA,0.186237184
EF,BBWM,EB,2006,0.082987634,0.202726935,NA,NA,NA,0.213827878
EF,BBWM,EB,2006.0833333333333,0.079251595,0.19751936,NA,NA,NA,0.201583544
EF,BBWM,EB,2006.1666666666667,0.080832111,0.194603308,NA,7.07281e-4,NA,0.18914714
EF,BBWM,EB,2006.25,0.087855814,0.129212332,0.006749898,0.001499977,NA,0.207425435
EF,BBWM,EB,2006.3333333333333,0.096998533,0.131713798,0.030375856,0.008934075,NA,0.208291587
EF,BBWM,EB,2006.4166666666667,0.103927,0.13718364,0.02909956,0.004849927,NA,0.210625387
EF,BBWM,EB,2006.5,0.099551126,0.131713798,0.00714726,0.001786815,NA,0.204207439
EF,BBWM,EB,2006.5833333333333,0.091877493,0.137364383,NA,NA,NA,0.212071328
EF,BBWM,EB,2006.6666666666667,0.074010442,0.17459736,NA,NA,NA,0.196464081
EF,BBWM,EB,2006.75,0.083825893,0.197589605,NA,NA,NA,0.201182143
EF,BBWM,EB,2006.8333333333333,0.08756812,0.137414589,NA,NA,NA,0.215552296
EF,BBWM,EB,2006.9166666666667,0.095722237,0.137840021,NA,NA,NA,0.245048926
EF,BBWM,EB,2007,0.078224624,0.308830814,NA,NA,NA,0.197751849
EF,BBWM,EB,2007.0833333333333,0.071071922,0.213215766,NA,NA,NA,0.195487714
EF,BBWM,EB,2007.1666666666667,0.081478768,0.130366029,NA,0.001357979,NA,0.211068809
EF,BBWM,EB,2007.25,0.079030838,0.134960355,NA,0.001418502,NA,0.204264321
EF,BBWM,EB,2007.3333333333333,0.113164956,0.126098093,NA,NA,NA,0.23279648
EF,BBWM,EB,2007.4166666666667,0.066769538,0.18237053,NA,0.009068698,NA,0.175394608
EF,BBWM,EB,2007.5,0.059999093,0.168997445,NA,0.002333298,NA,0.177330652
EF,BBWM,EB,2007.5833333333333,0.06712492,0.148037662,NA,NA,NA,0.208994346
